Country Name,Country Code,Series Name,Series Code,1980 [YR1980],2000 [YR2000],2010 [YR2010],2022 [YR2022]
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,1.35407910881,5.42162382855895,1.49999706263944
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.37121021902426,-3.91802587923293,2.62022952055378,5.1999999944745
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-10.0612584964335,8.20279174865273,4.37720322344293,8.69073512401974
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.75662242586297,4.94245371467422,5.11811814321163,3.0623801901065
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.83390378617111,2.25938995585932,-0.619574793193181
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,2.10771604754423,7.10000008379265,-5.94803679287602
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.68545743376305,3.91022917641209,2.09999905006846,..
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,1.14606213709108,6.36516168486143,4.84590820308712
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.10000005928039,2.73433108233829,6.0937763565758
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.64216481331354,2.58218089914813,3.49955710171204,1.07996949104177
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,1.18030078891616,6.50235311519791,4.14841453242383
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.6045987238534,12.4181916439086,10.0692860939855,3.00267834086408
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.49218336365178,6.03924947955858,4.56029396793913
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,-1.61290322580645,2.36220472440945
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.31939420511932,6.19999998192236,4.81641464694573,5.61319316507362
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.34191413595499,4.1956424978691,1.34273933636553,4.47824000062991
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.399994552333155,2.10010882688805,..,..
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.28425217302177,2.87134325680614,1.46675116493462,2.15697977649043
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.61173227953383,4.10159023598223,4.41048139816023,3.75110256640487
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.45503612857507,-1.20847774100575,8.57816674262253,11.5000049156546
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.20483104427296,5.01593475720539,8.00565591528178,3.25168140839833
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.54913578288874,3.35875085773812,2.14665647284551
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,1.3959390862944,..
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.5642429885892,3.31894567098156,0.787051845495441,3.28055765442825
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.03544411565213,6.55106688508485,1.71398531148034,4.31125350906991
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.2157040372709,4.26008801168791,1.60668862898785,6.18815547351159
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,0.21609349236023,..
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.0844817290491,2.71537415482833,5.82799349428569,10.8093662044575
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.30345120118429,-2.49484199260023,10.1284540720232,4.59999997896274
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.712145943448,-2.31414056819045,11.0952312685521,0.0754394653709198
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.94333539830841,2.69437139806912,8.33245910749577,2.68387143477631
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.20071107911187,4.38250483347254,7.33449996034538,7.57033248818529
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.56098540978283,2.93463818052832,4.87402357909336
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.58933992368382,3.81617806346979,1.73762547590566,6.68575118403605
